Gene.refGene	clinvarNumB_LB_score	clinvarNumP_LP_score
PRAMEF2	0.33783783783783783	0.0
PRAMEF4	0.1864406779661017	0.0
PRAMEF10	1.0	0.0
PRAMEF7	0.043478260869565216	0.0
PRAMEF6	0.2727272727272727	0.0
HNRNPCL2	0.09523809523809523	0.0
PRAMEF18;PRAMEF22	0.14893617021276595	0.0
PRAMEF5	0.2608695652173913	0.0
PRAMEF15	0.3333333333333333	0.0
PRAMEF14	0.5	0.0
PRAMEF19	0.0	0.0
PRAMEF17	0.23529411764705882	0.0
PRAMEF20	0.2222222222222222	0.0
LRRC38	0.2	0.0
PDPN	0.3333333333333333	0.0
PRDM2	0.125	0.008333333333333333
KAZN	0.0	0.0
TMEM51	0.15	0.0
FHAD1	0.09803921568627451	0.0
EFHD2	0.0	0.0
CTRC	0.3179190751445087	0.030828516377649325
CELA2A	0.125	0.16666666666666666
CELA2B	0.29411764705882354	0.0
CASP9	0.3877551020408163	0.0
DNAJC16	0.10416666666666667	0.0
AGMAT	0.15151515151515152	0.030303030303030304
DDI2	0.125	0.0
RSC1A1	0.10869565217391304	0.0
PLEKHM2	0.3548922056384743	0.0
SLC25A34	0.1	0.0
TMEM82	0.08571428571428572	0.0
FBLIM1	0.19444444444444445	0.0
UQCRHL	0.15384615384615385	0.0
SPEN	0.31471135940409684	0.12290502793296089
ZBTB17	0.21739130434782608	0.0
HSPB7	0.18181818181818182	0.0
CLCNKA	0.37719298245614036	0.03508771929824561
CLCNKB	0.3853820598006645	0.1893687707641196
CLCNKB;CLCNKB	0.0	0.0
FAM131C	0.2413793103448276	0.0
EPHA2	0.34782608695652173	0.06521739130434782
ARHGEF19	0.0967741935483871	0.0
CPLANE2	0.029411764705882353	0.0
FBXO42	0.0	0.0
SPATA21	0.11428571428571428	0.0
NECAP2	0.041666666666666664	0.0
NBPF1	0.3888888888888889	0.0
CROCC	0.1646586345381526	0.0
MFAP2	0.09090909090909091	0.0
ATP13A2	0.2960199004975124	0.08582089552238806
ATP13A2;ATP13A2	0.0	0.5
SDHB	0.19659735349716445	0.22873345935727787
PADI2	0.16666666666666666	0.0
PADI1	0.0784313725490196	0.0
PADI3	0.1827956989247312	0.06451612903225806
PADI4	0.39344262295081966	0.0
PADI6	0.325	0.225
RCC2	0.041666666666666664	0.0
ARHGEF10L	0.16853932584269662	0.011235955056179775
ACTL8	0.08333333333333333	0.0
IGSF21	0.15384615384615385	0.0
KLHDC7A	0.08450704225352113	0.0
PAX7	0.36764705882352944	0.058823529411764705
TAS1R2	0.08791208791208792	0.0
ALDH4A1	0.3548387096774194	0.041474654377880185
IFFO2	0.0	0.0
UBR4	0.3054054054054054	0.008108108108108109
EMC1	0.28087431693989073	0.08633879781420765
EMC1;EMC1	0.5	0.0
MRTO4	0.0	0.0
AKR7A3	0.125	0.0
AKR7A2	0.10714285714285714	0.0
SLC66A1	0.043478260869565216	0.0
CAPZB	0.14285714285714285	0.0
MICOS10	0.0	0.0
MICOS10-NBL1	0.0	0.0
NBL1	0.0	0.0
MICOS10-NBL1;NBL1	0.0	0.0
HTR6	0.28205128205128205	0.0
TMCO4	0.07692307692307693	0.0
RNF186	0.09375	0.0
OTUD3	0.043478260869565216	0.0
PLA2G2E	0.0	0.0
PLA2G2A	0.5333333333333333	0.06666666666666667
PLA2G5	0.20618556701030927	0.010309278350515464
PLA2G2D	0.2	0.0
PLA2G2F	0.045454545454545456	0.0
PLA2G2C	0.2	0.0
UBXN10	0.13636363636363635	0.0
VWA5B1	0.056	0.0
CAMK2N1	0.0	0.0
MUL1	0.13793103448275862	0.0
FAM43B	0.0	0.0
CDA	0.2222222222222222	0.0
PINK1	0.23636363636363636	0.12363636363636364
DDOST	0.33121019108280253	0.01910828025477707
KIF17	0.13513513513513514	0.0
SH2D5	0.02857142857142857	0.0
HP1BP3	0.08695652173913043	0.0
EIF4G3	0.06741573033707865	0.0
ECE1	0.32857142857142857	0.05714285714285714
NBPF3	0.15789473684210525	0.0
ALPL	0.29477196885428253	0.40044493882091214
RAP1GAP	0.05405405405405406	0.0
USP48	0.1	0.05
LDLRAD2	0.041666666666666664	0.0
HSPG2;LDLRAD2	0.0	1.0
HSPG2	0.30093457943925234	0.035046728971962614
CELA3B	0.21428571428571427	0.0
CELA3A	0.16	0.0
CDC42	0.4142857142857143	0.3
WNT4	0.4189189189189189	0.05405405405405406
ZBTB40	0.18181818181818182	0.0
EPHA8	0.05825242718446602	0.0
C1QA	0.368	0.08
C1QC	0.4881889763779528	0.015748031496062992
C1QB	0.46875	0.041666666666666664
EPHB2	0.5483870967741935	0.03225806451612903
LACTBL1	1.0	0.0
TEX46	0.0	0.0
KDM1A	0.37209302325581395	0.03488372093023256
LUZP1	0.08695652173913043	0.0
HTR1D	0.1111111111111111	0.0
HNRNPR	0.075	0.15
ZNF436	0.041666666666666664	0.0
TCEA3	0.0	0.0
ASAP3	0.14285714285714285	0.0
E2F2	0.13333333333333333	0.0
ID3	0.0	0.0
RPL11	0.2882882882882883	0.35135135135135137
RPL11;RPL11	0.0	0.0
ELOA	0.05	0.0
PITHD1	0.0	0.0
LYPLA2	0.0	0.0
GALE	0.41596638655462187	0.1638655462184874
HMGCL	0.4065281899109792	0.24925816023738873
FUCA1	0.3715170278637771	0.21052631578947367
CNR2	0.125	0.0
PNRC2	0.1111111111111111	0.0
SRSF10	0.3333333333333333	0.0
MYOM3	0.07692307692307693	0.0
IL22RA1	0.18333333333333332	0.0
IFNLR1	0.3191489361702128	0.0
GRHL3	0.3949579831932773	0.15966386554621848
STPG1	0.05	0.0
NIPAL3	0.21052631578947367	0.0
RCAN3	0.0	0.0
NCMAP	0.4	0.0
SRRM1	0.0425531914893617	0.0
SRRM1;SRRM1	0.0	0.0
CLIC4	0.0	0.125
RUNX3	0.2692307692307692	0.0
SYF2	0.125	0.0
RSRP1	0.07142857142857142	0.0
RHD	0.2972972972972973	0.08108108108108109
TMEM50A	0.0	0.0
RHCE	0.275	0.1
MACO1	0.0	0.0
LDLRAP1	0.45403899721448465	0.14484679665738162
MAN1C1	0.16666666666666666	0.0
SELENON	0.26258205689277897	0.19474835886214442
MTFR1L	0.21052631578947367	0.0
AUNIP	0.0625	0.0
PAQR7	0.0	0.0
STMN1	0.0	0.0
PAFAH2	0.0	0.0
EXTL1	0.06	0.0
SLC30A2	0.11538461538461539	0.11538461538461539
TRIM63	0.2112676056338028	0.028169014084507043
PDIK1L	0.0	0.0
FAM110D	0.05	0.0
ZNF593	0.0	0.0
CNKSR1	0.4166666666666667	0.0
CATSPER4	0.13953488372093023	0.0
CEP85	0.14	0.0
SH3BGRL3	0.0	0.0
UBXN11	0.07142857142857142	0.0
CD52	0.5714285714285714	0.0
CRYBG2	0.1592356687898089	0.0
ZNF683	0.11363636363636363	0.0
LIN28A	0.09090909090909091	0.0
DHDDS	0.3891891891891892	0.08108108108108109
RPS6KA1	0.11428571428571428	0.0
ARID1A	0.40816326530612246	0.09693877551020408
ARID1A;ARID1A	1.0	0.0
PIGV	0.35517241379310344	0.03103448275862069
ZDHHC18	0.0	0.0
SFN	0.0	0.0
GPN2	0.037037037037037035	0.0
GPATCH3	0.10869565217391304	0.0
NR0B2	0.1891891891891892	0.05405405405405406
NUDC	0.0	0.0
KDF1	0.2857142857142857	0.025974025974025976
TRNP1	0.05263157894736842	0.0
TENT5B	0.05128205128205128	0.0
SLC9A1	0.4503311258278146	0.033112582781456956
WDTC1	0.12121212121212122	0.0
TMEM222	0.2608695652173913	0.21739130434782608
SYTL1	0.025	0.0
MAP3K6	0.24390243902439024	0.008130081300813009
FCN3	0.13513513513513514	0.05405405405405406
CD164L2	0.0	0.0
GPR3	0.0	0.0
WASF2	0.1	0.0
AHDC1	0.4296028880866426	0.12906137184115524
FGR	0.2	0.0
IFI6	0.0	0.0
FAM76A	0.0	0.0
STX12	0.1111111111111111	0.0
PPP1R8	0.0	0.0
THEMIS2	0.08695652173913043	0.0
RPA2	0.0	0.0
SMPDL3B	0.17073170731707318	0.0
XKR8	0.034482758620689655	0.0
EYA3	0.0	0.0
PTAFR	0.047619047619047616	0.0
DNAJC8	0.0	0.0
ATP5IF1	0.0	0.0
SESN2	0.24	0.0
MED18	0.05555555555555555	0.0
PHACTR4	0.08108108108108109	0.0
RCC1	0.03571428571428571	0.21428571428571427
TRNAU1AP	0.0	0.0
RAB42	0.0	0.0
TAF12	0.0	0.0
GMEB1	0.058823529411764705	0.0
YTHDF2	0.05555555555555555	0.0
OPRD1	0.0	0.0
EPB41	0.2231404958677686	0.15702479338842976
TMEM200B	0.04	0.0
SRSF4	0.125	0.0
MECR	0.5260416666666666	0.13541666666666666
PTPRU	0.1951219512195122	0.016260162601626018
MATN1	0.1276595744680851	0.0
LAPTM5	0.0	0.0
SDC3	0.15789473684210525	0.0
PUM1	0.17307692307692307	0.09615384615384616
NKAIN1	0.0	0.0
SNRNP40	0.0	0.0
ZCCHC17	0.1111111111111111	0.0
FABP3	0.5	0.0
SERINC2	0.16363636363636364	0.0
TINAGL1	0.11428571428571428	0.0
HCRTR1	0.13513513513513514	0.0
PEF1	0.0	0.0
COL16A1	0.08181818181818182	0.0
ADGRB2	0.36486486486486486	0.0045045045045045045
SPOCD1	0.18823529411764706	0.03529411764705882
PTP4A2	0.0	0.0
KHDRBS1	0.0	0.058823529411764705
TMEM39B	0.043478260869565216	0.0
KPNA6	0.0	0.0
TXLNA	0.10526315789473684	0.0
CCDC28B	0.25	0.0
IQCC	0.21621621621621623	0.0
DCDC2B	0.034482758620689655	0.0
TMEM234	0.1111111111111111	0.0
EIF3I	0.0	0.0
FAM167B	0.0	0.0
LCK	0.4946808510638298	0.06382978723404255
HDAC1	0.25	0.0625
MARCKSL1	0.15384615384615385	0.0
FAM229A	0.08333333333333333	0.0
TSSK3	0.0	0.0
BSDC1	0.0	0.0
ZBTB8B	0.07407407407407407	0.0
ZBTB8A	0.041666666666666664	0.0
ZBTB8OS	0.0	0.0
RBBP4	0.25	0.0
SYNC	0.08571428571428572	0.0
KIAA1522	0.07142857142857142	0.0
YARS1	0.2544529262086514	0.035623409669211195
S100PBP	0.2	0.0
FNDC5	0.0	0.0
HPCA	0.5277777777777778	0.05555555555555555
TMEM54	0.05263157894736842	0.0
RNF19B	0.0	0.0
AK2	0.28378378378378377	0.16891891891891891
AZIN2	0.2222222222222222	0.0
TRIM62	0.19444444444444445	0.0
ZNF362	0.07142857142857142	0.0
A3GALT2	1.0	0.0
PHC2	0.1111111111111111	0.0
PHC2;PHC2	0.0	0.0
ZSCAN20	0.05357142857142857	0.0
CSMD2	0.11688311688311688	0.0
HMGB4	0.0	0.0
C1orf94	0.14285714285714285	0.0
GJB5	0.125	0.0
GJB4	0.3404255319148936	0.05319148936170213
GJB3	0.24203821656050956	0.07006369426751592
GJA4	0.11538461538461539	0.038461538461538464
SMIM12	0.0	0.0
DLGAP3	0.9166666666666666	0.0
TMEM35B	0.0	0.0
ZMYM6	0.2602739726027397	0.0
ZMYM1	0.0851063829787234	0.0
SFPQ	0.1724137931034483	0.0
ZMYM4	0.0	0.0
KIAA0319L	0.2631578947368421	0.0
NCDN	0.23529411764705882	0.08823529411764706
TFAP2E	0.0	0.0
PSMB2	0.0	0.0
C1orf216	0.0	0.0
CLSPN	0.1095890410958904	0.0
AGO4	0.0	0.0
AGO1	0.23333333333333334	0.13333333333333333
AGO3	0.5121951219512195	0.0
TEKT2	0.19444444444444445	0.0
ADPRS	0.12903225806451613	0.24193548387096775
COL8A2	0.32	0.03
TRAPPC3	0.1	0.05
MAP7D1	0.08450704225352113	0.0
THRAP3	0.041666666666666664	0.0
SH3D21	0.15517241379310345	0.0
EVA1B	0.14285714285714285	0.0
STK40	0.13793103448275862	0.0
LSM10	0.0	0.0
OSCP1	0.05263157894736842	0.0
MRPS15	0.16666666666666666	0.0
CSF3R	0.3025540275049116	0.09037328094302555
GRIK3	0.22413793103448276	0.0
ZC3H12A	0.25925925925925924	0.0
MEAF6	0.0	0.0
SNIP1	0.2878787878787879	0.005050505050505051
DNALI1	0.18518518518518517	0.037037037037037035
GNL2	0.06779661016949153	0.0
RSPO1	0.3111111111111111	0.06666666666666667
C1orf109	0.0	0.0
CDCA8	0.1875	0.0
EPHA10	0.08045977011494253	0.0
MANEAL	0.07142857142857142	0.023809523809523808
YRDC	0.4426229508196721	0.06557377049180328
C1orf122	0.0	0.0
MTF1	0.20930232558139536	0.0
INPP5B	0.2631578947368421	0.013157894736842105
SF3A3	0.06666666666666667	0.0
FHL3	0.17857142857142858	0.0
UTP11	0.0	0.0
POU3F1	0.1111111111111111	0.0
RRAGC	0.047619047619047616	0.19047619047619047
MYCBP	0.0	0.0
GJA9	0.08823529411764706	0.0
RHBDL2	0.1	0.0
AKIRIN1	0.0	0.0
NDUFS5	0.2	0.0
MACF1	0.44490216271884653	0.015447991761071062
KIAA0754	0.4117647058823529	0.0
BMP8A	0.14285714285714285	0.0
PABPC4	0.07142857142857142	0.0
PABPC4;PABPC4	1.0	0.0
HEYL	0.03225806451612903	0.0
NT5C1A	0.13043478260869565	0.0
HPCAL4	0.0	0.0
PPIE	0.0	0.0
BMP8B	0.15217391304347827	0.0
OXCT2	0.10256410256410256	0.0
TRIT1	0.2391304347826087	0.16304347826086957
MYCL	0.0	0.0
MFSD2A	0.4180327868852459	0.06557377049180328
CAP1	0.12	0.0
PPT1	0.2891304347826087	0.34347826086956523
RLF	0.12087912087912088	0.0
TMCO2	0.0	0.0
ZMPSTE24	0.20437956204379562	0.24087591240875914
COL9A2	0.2576219512195122	0.05945121951219512
SMAP2	0.0	0.0
ZFP69B	0.0967741935483871	0.0
ZFP69	0.10256410256410256	0.0
EXO5	0.275	0.0
ZNF684	0.12	0.0
RIMS3	0.2857142857142857	0.0
NFYC	0.0	0.0
KCNQ4	0.23214285714285715	0.15
CITED4	0.0	0.0
CTPS1	0.42528735632183906	0.005747126436781609
SLFNL1	0.08888888888888889	0.0
SCMH1	0.06060606060606061	0.0
EDN2	0.1	0.0
HIVEP3	0.9318181818181818	0.0
GUCA2B	0.4	0.0
GUCA2A	0.0	0.0
FOXJ3	0.0	0.0
RIMKLA	0.0	0.0
ZMYND12	0.13043478260869565	0.0
PPCS	0.42328042328042326	0.015873015873015872
PPCS;PPCS	0.0	0.0
CCDC30	0.16279069767441862	0.0
PPIH	0.0	0.0
YBX1	0.25	0.0
CLDN19	0.29545454545454547	0.18181818181818182
P3H1	0.3667711598746082	0.17084639498432602
P3H1;P3H1	0.0	1.0
C1orf50	0.5	0.0
TMEM269	0.0	0.0
SVBP	0.0	0.36363636363636365
ERMAP	0.2631578947368421	0.02631578947368421
ZNF691	0.03571428571428571	0.0
SLC2A1	0.19362745098039216	0.3443627450980392
FAM183A	0.2222222222222222	0.0
EBNA1BP2	0.13333333333333333	0.0
CFAP57	0.3246753246753247	0.012987012987012988
TMEM125	0.043478260869565216	0.0
C1orf210	1.0	0.0
TIE1	0.07766990291262135	0.019417475728155338
MPL	0.3879003558718861	0.2918149466192171
CDC20	0.043478260869565216	0.2391304347826087
ELOVL1	0.38235294117647056	0.029411764705882353
MED8	0.0	0.0
SZT2	0.3299512987012987	0.060876623376623376
HYI	0.25	0.0
HYI;HYI	1.0	0.0
PTPRF	0.3111111111111111	0.005555555555555556
KDM4A	0.1346153846153846	0.0
ST3GAL3	0.32926829268292684	0.07723577235772358
ST3GAL3;ST3GAL3	0.0	0.5
ARTN	0.0	0.0
IPO13	0.0975609756097561	0.0
DPH2	0.024390243902439025	0.07317073170731707
ATP6V0B	0.16666666666666666	0.0
B4GALT2	0.0	0.0
CCDC24	0.18181818181818182	0.0
SLC6A9	0.44711538461538464	0.04807692307692308
SLC6A9;SLC6A9	1.0	0.0
KLF17	0.14285714285714285	0.0
KLF18	1.0	0.0
DMAP1	0.0	0.045454545454545456
ERI3	0.0	0.0
RNF220	0.09090909090909091	0.06060606060606061
TMEM53	0.037037037037037035	0.037037037037037035
ARMH1	0.42857142857142855	0.0
KIF2C	0.06666666666666667	0.0
RPS8	0.2	0.0
BEST4	0.05263157894736842	0.0
PLK3	0.13559322033898305	0.0
TCTEX1D4	0.06451612903225806	0.0
BTBD19	0.041666666666666664	0.0
PTCH2	0.31088082901554404	0.0025906735751295338
PTCH2;PTCH2	0.0	0.0
EIF2B3	0.4948453608247423	0.05670103092783505
HECTD3	0.1320754716981132	0.0
UROD	0.07207207207207207	0.3783783783783784
ZSWIM5	0.02702702702702703	0.0
HPDL	0.0963855421686747	0.5421686746987951
MUTYH	0.23798521256931607	0.1478743068391867
MUTYH;MUTYH	0.25	0.16666666666666666
MUTYH;TOE1	0.0	0.0
TOE1	0.2874251497005988	0.1437125748502994
TESK2	0.06060606060606061	0.0
MMACHC	0.3303769401330377	0.3303769401330377
PRDX1	0.3125	0.0625
AKR1A1	0.17647058823529413	0.0
NASP	0.19642857142857142	0.0
CCDC17	0.05084745762711865	0.0
GPBP1L1	0.03571428571428571	0.0
TMEM69	0.06666666666666667	0.0
IPP	0.0	0.0
MAST2	0.11450381679389313	0.0
P3R3URF-PIK3R3;PIK3R3	0.0	0.0
P3R3URF;P3R3URF-PIK3R3	1.0	0.0
TSPAN1	0.21428571428571427	0.0
POMGNT1	0.28144329896907216	0.2309278350515464
POMGNT1;POMGNT1	0.0	1.0
LURAP1	0.11764705882352941	0.0
RAD54L	0.363265306122449	0.00816326530612245
LRRC41	0.06521739130434782	0.0
UQCRH	0.0	0.125
NSUN4	0.0	0.0
FAAH	0.3695652173913043	0.021739130434782608
DMBX1	0.27586206896551724	0.034482758620689655
TMEM275	1.0	0.0
KNCN	0.07692307692307693	0.0
MKNK1	0.08695652173913043	0.0
MOB3C	0.0	0.0
ATPAF1	0.1	0.0
TEX38	0.11764705882352941	0.0
TEX38;TEX38	0.0	0.0
EFCAB14	0.0	0.0
CYP4B1	0.26	0.0
CYP4A11	0.10526315789473684	0.0
CYP4A11;CYP4A11	0.0	0.0
CYP4X1	0.075	0.0
CYP4Z1	0.14285714285714285	0.0
CYP4A22	0.02564102564102564	0.0
PDZK1IP1	0.0	0.0
TAL1	0.3142857142857143	0.0
STIL	0.21245421245421245	0.07692307692307693
CMPK1	0.0	0.0
FOXE3	0.3182897862232779	0.07363420427553444
FOXD2	0.0975609756097561	0.024390243902439025
TRABD2B	0.1	0.0
SLC5A9	0.32142857142857145	0.0
SPATA6	0.03225806451612903	0.0
AGBL4	0.19444444444444445	0.0
BEND5	0.08333333333333333	0.0
ELAVL4	0.0	0.0
DMRTA2	0.11363636363636363	0.0
FAF1	0.03125	0.0
CDKN2C	0.3333333333333333	0.1111111111111111
C1orf185	0.0	0.0
RNF11	0.0	0.0
TTC39A	0.12	0.0
EPS15	0.02040816326530612	0.0
OSBPL9	0.0	0.0
NRDC	0.3	0.0
RAB3B	0.0	0.0
TXNDC12	0.0	0.0
KTI12	0.09090909090909091	0.0
BTF3L4	0.0	0.0
ZFYVE9	0.06329113924050633	0.0
CC2D1B	0.1111111111111111	0.0
ORC1	0.29818181818181816	0.09454545454545454
ORC1;ORC1	0.0	0.0
PRPF38A	0.0	0.0
TUT4	0.0851063829787234	0.0
GPX7	0.0	0.0
SHISAL2A	0.1	0.0
COA7	0.32608695652173914	0.1956521739130435
ZYG11B	0.0	0.041666666666666664
ZYG11A	0.058823529411764705	0.0
ECHDC2	0.07692307692307693	0.0
SCP2	0.2824427480916031	0.08015267175572519
SCP2;SCP2	0.0	0.0
PODN	0.06	0.0
SLC1A7	0.07692307692307693	0.0
CPT2	0.3734806629834254	0.20552486187845304
CPT2;CPT2	1.0	0.0
MAGOH	0.0	0.0
LRP8	0.2876712328767123	0.0
DMRTB1	0.07692307692307693	0.0
GLIS1	0.1	0.0
NDC1	0.06521739130434782	0.0
YIPF1	0.0	0.0
DIO1	0.13333333333333333	0.13333333333333333
HSPB11	0.0	0.0
LRRC42	0.125	0.0
LDLRAD1	0.26666666666666666	0.0
LDLRAD1;LDLRAD1	0.0	0.0
TMEM59	0.0	0.0
TCEANC2	0.0	0.0
CDCP2	0.07142857142857142	0.0
CYB5RL	0.0	0.0
MRPL37	0.037037037037037035	0.0
SSBP3	0.05555555555555555	0.0
ACOT11	0.0625	0.0
FAM151A	0.2727272727272727	0.0
MROH7	0.10784313725490197	0.0
TTC4	0.0	0.0
PARS2	0.35074626865671643	0.029850746268656716
TTC22	0.12903225806451613	0.0
LEXM	0.058823529411764705	0.0
DHCR24	0.41714285714285715	0.05714285714285714
TMEM61	0.21739130434782608	0.0
BSND	0.5220588235294118	0.11029411764705882
PCSK9	0.34543670264965654	0.017664376840039256
USP24	0.07216494845360824	0.0
PLPP3	0.0	0.0
PRKAA2	0.2692307692307692	0.0
FYB2	0.16666666666666666	0.0
C8A	0.38028169014084506	0.07394366197183098
C8B	0.3193548387096774	0.12258064516129032
DAB1	0.3484848484848485	0.015151515151515152
DAB1;DAB1	0.0	0.0
OMA1	1.0	0.0
TACSTD2	0.21568627450980393	0.19607843137254902
MYSM1	0.3215547703180212	0.09187279151943463
JUN	0.16666666666666666	0.08333333333333333
FGGY	0.06818181818181818	0.0
HOOK1	0.06382978723404255	0.0
